geometry,POI,address,node,nearest_sap,destination,sap_name,routes,walking_distance,WT,service_frequency,AWT,TAT,EDF,weighing_factor,accessibility_index,pop_density_per_sq_km,ZONE_NAME,WARD_NO
"POLYGON ((75.79857012943877 26.781536836924037, 75.79863331919624 26.790564825123184, 75.80869285404988 26.790507744727748, 75.80862886856829 26.781479778783677, 75.79857012943877 26.781536836924037))",POINT (75.80363129281501 26.78602238711867),,11601827996,POINT (580912.4772997096 2964147.570055007),6738418901.0,KUMBHA MARG,3,3766,62.76666654113333,14.0,11.0,73.76666654113333,0.4066877548719322,0.5,0.2033438774359661,4858.185723197913,SANGANER,31
"POLYGON ((75.79863331919624 26.790564825123184, 75.7986965386808 26.799592801673867, 75.80875686963286 26.799535699019923, 75.80869285404988 26.790507744727748, 75.79863331919624 26.790564825123184))",POINT (75.80369489539169 26.795050358400353),,4761704351,POINT (580694.5537089587 2964420.7789940955),9927290617.0,PRATAP NAGAR,"AC2, 27A, AC3",1695,28.2499999435,10.0,9.0,37.2499999435,0.8053691287383451,0.5,0.4026845643691725,4858.185723197913,SANGANER,31
"POLYGON ((75.7986965386808 26.799592801673867, 75.79875978790261 26.808620766573345, 75.80882091532749 26.808563641657468, 75.80875686963286 26.799535699019923, 75.7986965386808 26.799592801673867))",POINT (75.80375852788767 26.804078318030477),,4727565245,POINT (580344.5528188534 2964965.393981732),4727544207.0,SECTOR 5,"AC2, 27A, AC3",678,11.2999999774,10.0,9.0,20.2999999774,1.4778325139605426,0.5,0.7389162569802713,9925.37910656049,SANGANER,32
"POLYGON ((75.79875978790261 26.808620766573345, 75.7988230668718 26.81764871981889, 75.80888499114405 26.817591572637657, 75.80882091532749 26.808563641657468, 75.79875978790261 26.808620766573345))",POINT (75.80382219031321 26.81310626600633),,3931610639,POINT (579462.4933415203 2966278.2726542973),11209773784.0,BOOKING,3,767,12.783333307766666,14.0,11.0,23.783333307766668,1.2613875276348765,0.5,0.6306937638174381,9925.37910656049,SANGANER,32
"POLYGON ((75.7988230668718 26.81764871981889, 75.79888637559854 26.82667666140778, 75.80894909709284 26.826619491957736, 75.80888499114405 26.817591572637657, 75.7988230668718 26.81764871981889))",POINT (75.80388588267854 26.822134202325177),,3931596942,POINT (579238.4401180956 2966600.7469908274),316753465.0,SANGANER THANA,"9A, 3, AC1, AC2, 16, 27A, 28, 3A, 4A, AC8",763,12.716666641233331,8.0,8.0,20.71666664123333,1.4481094144889906,1.0,1.4481094144889906,5272.715521771053,BAGRU ANSIK,36
"POLYGON ((75.79888637559854 26.82667666140778, 75.79894971409301 26.83570459133728, 75.80901323318415 26.83564739961499, 75.80894909709284 26.826619491957736, 75.79888637559854 26.82667666140778))",POINT (75.80394960499386 26.83116212698428),,3792434947,POINT (580048.63905279 2967881.3474073857),5480423159.0,AIRPORT,6A,285,4.7499999905,10.0,9.0,13.7499999905,2.18181818332562,0.5,1.09090909166281,5272.715521771053,BAGRU ANSIK,36
"POLYGON ((75.79894971409301 26.83570459133728, 75.79901308236536 26.844732509604658, 75.80907739942829 26.84467529560669, 75.80901323318415 26.83564739961499, 75.79894971409301 26.83570459133728))",POINT (75.80401335726943 26.84019003998093),,6341259423,POINT (580314.1313876181 2969150.439101208),3793744249.0,MALVIYA NAGAR,"6A, 9A, 27A, 4A, AC8",560,9.333333314666666,8.0,8.0,17.333333314666667,1.730769232633136,1.0,1.730769232633136,5272.715521771053,BAGRU ANSIK,36
"POLYGON ((75.79901308236536 26.844732509604658, 75.7990764804258 26.853760416207194, 75.80914159583556 26.85370317993012, 75.80907739942829 26.84467529560669, 75.79901308236536 26.844732509604658))",POINT (75.80407713951547 26.84921794131238),,3787808471,POINT (580425.2320770696 2969709.1958344243),3785003115.0,SECTOR 10,"9A, 27A, 4A, AC8",659,10.983333311366666,8.0,8.0,18.983333311366664,1.5803336278164004,1.0,1.5803336278164004,11879.50554999109,MALVIYA NAGAR,37
"POLYGON ((75.7990764804258 26.853760416207194, 75.7991399082845 26.86278831114217, 75.80920582241627 26.862731052582532, 75.80914159583556 26.85370317993012, 75.7990764804258 26.853760416207194))",POINT (75.80414095174227 26.858245830975903),,3787809718,POINT (580423.3598813235 2971076.6147517543),3779498767.0,PRADHAN MARG,AC7,1474,24.566666617533333,11.0,9.5,34.06666661753333,0.8806262243620775,0.5,0.4403131121810387,11718.007465381663,MALVIYA NAGAR,40
"POLYGON ((75.7991399082845 26.86278831114217, 75.79920336595164 26.871816194406858, 75.80927007918078 26.871758913561205, 75.80920582241627 26.862731052582532, 75.7991399082845 26.86278831114217))",POINT (75.80420479396004 26.86727370896878),,4720224241,POINT (580206.8097658787 2971805.1957828943),6738527554.0,MNIT,9A,654,10.8999999782,8.0,8.0,18.8999999782,1.5873015891324431,1.0,1.5873015891324431,4026.6692722873345,MALVIYA NAGAR,39
"POLYGON ((75.79920336595164 26.871816194406858, 75.79926685343746 26.880844065998527, 75.8093343661394 26.88078676286342, 75.80927007918078 26.871758913561205, 75.79920336595164 26.871816194406858))",POINT (75.80426866617904 26.8763015752883),,8075691752,POINT (579398.3146886362 2972725.9821330286),8637445153.0,GANDHI NAGAR,"6A, 7, AC5, 3, 23, AC1, AC2, 27A, AC3, 28, 34, 3A, AC7, 11, 10B",847,14.116666638433331,8.0,8.0,22.116666638433333,1.356443106479137,1.0,1.356443106479137,4026.6692722873345,MALVIYA NAGAR,39
"POLYGON ((75.79926685343746 26.880844065998527, 75.79933037075214 26.889871925914463, 75.80939868330243 26.889814600486453, 75.8093343661394 26.88078676286342, 75.79926685343746 26.880844065998527))",POINT (75.80433256840958 26.88532942993172),,3782946597,POINT (579715.7549073561 2974158.670717957),8044665287.0,GANDHI NAGAR MOD,"6A, 7, 9A, AC5, 3, 23, AC1, AC2, 27A, AC3, 28, 34, 3A, AC7, 11, 4A, AC8, 10B",346,5.766666655133333,8.0,8.0,13.766666655133331,2.179176757273596,1.0,2.179176757273596,11317.276367128756,MALVIYA NAGAR,45
"POLYGON ((75.79933037075214 26.889871925914463, 75.79939391790592 26.898899774151932, 75.80946303068026 26.898842426427574, 75.80939868330243 26.889814600486453, 75.79933037075214 26.889871925914463))",POINT (75.80439650066192 26.894357272896325),,2392608414,POINT (580107.1388274664 2974759.6386113297),2392608097.0,LAL KHOTI,"6A, 7, 9A, AC5, 3, 23, AC1, AC2, 16, 27A, AC3, 28, 34, 3A, AC7, 11, 4A, AC8, 32, 10B",468,7.799999984399999,8.0,8.0,15.7999999844,1.8987341790898893,1.0,1.8987341790898893,4349.745063944651,MALVIYA NAGAR,44
"POLYGON ((75.79939391790592 26.898899774151932, 75.79945749490899 26.90792761070825, 75.80952740828323 26.90787024068407, 75.80946303068026 26.898842426427574, 75.79939391790592 26.898899774151932))",POINT (75.80446046294632 26.903385104179392),,8069006783,POINT (579379.8812152805 2975505.816409481),1467000074.0,HIGH COURT,"6A, 7, 9A, AC5, AC1, AC2, 14, AC3, AC8, 32, 10B",888,14.7999999704,8.0,8.0,22.7999999704,1.3157894753924284,1.0,1.3157894753924284,4349.745063944651,MALVIYA NAGAR,44
"POLYGON ((75.79945749490899 26.90792761070825, 75.7995211017716 26.916955435580654, 75.8095918161217 26.916898043253216, 75.80952740828323 26.90787024068407, 75.79945749490899 26.90792761070825))",POINT (75.80452445527311 26.912412923778206),,11224270864,POINT (579503.5347320224 2977467.202009539),5481805288.0,GPO,"6A, 7, AC5, AC1, AC2, 14, 1, 26, 18, 10B",873,14.5499999709,8.0,8.0,22.5499999709,1.3303769418498437,1.0,1.3303769418498437,6178.743901974189,CIVIL LINES,18
"POLYGON ((75.7995211017716 26.916955435580654, 75.79958473850398 26.925983248766464, 75.809656254206 26.92592583413231, 75.8095918161217 26.916898043253216, 75.7995211017716 26.916955435580654))",POINT (75.80458847765254 26.92144073169005),,317130508,POINT (579623.5079454539 2977573.5243053357),3779275021.0,GOVT.HOSTEL,"6A, 7, 9A, AC2, 14, 10B",664,11.066666644533331,8.0,8.0,19.06666664453333,1.5734265752530685,1.0,1.5734265752530685,26083.822941632767,KISHAN POLE,63
"POLYGON ((75.79958473850398 26.925983248766464, 75.79964840511637 26.935011050262943, 75.80972072254654 26.93495361331861, 75.809656254206 26.92592583413231, 75.79958473850398 26.925983248766464))",POINT (75.80465253009496 26.9304685279122),,11222437035,POINT (579809.2294326044 2978818.1946900287),316564875.0,MAYANK ,"6A, 7, 9A, AC2, AC3, 1A, 1, 18, 15, 24, 10B",312,5.1999999896,8.0,8.0,13.1999999896,2.2727272745179063,1.0,2.2727272745179063,37913.461147410184,KISHAN POLE,66
"POLYGON ((75.79964840511637 26.935011050262943, 75.79971210161901 26.944038840067382, 75.80978522115369 26.943981380809408, 75.80972072254654 26.93495361331861, 75.79964840511637 26.935011050262943))",POINT (75.80471661261063 26.93949631244194),,11220100556,POINT (579548.7507260372 2979985.487872304),11221724068.0,PANI KI TANKI,1,386,6.433333320466667,20.0,14.0,20.433333320466662,1.46818923420346,0.5,0.7340946171017301,57135.40379751953,HAWA MAHAL,68
"POLYGON ((75.79971210161901 26.944038840067382, 75.79977582802218 26.95306661817706, 75.80984975003783 26.953009136601988, 75.80978522115369 26.943981380809408, 75.79971210161901 26.944038840067382))",POINT (75.80478072520991 26.94852408527657),,4724004658,POINT (579215.8560142794 2980695.8495910326),4744548109.0,SHASTRI NAGAR,"9A, 1",745,12.416666641833332,8.0,8.0,20.41666664183333,1.4693877568892963,1.0,1.4693877568892963,11663.463084895402,HAWA MAHAL,69
"POLYGON ((75.79977582802218 26.95306661817706, 75.79983958433611 26.96209438458928, 75.80991430920935 26.96203688069365, 75.80984975003783 26.953009136601988, 75.79977582802218 26.95306661817706))",POINT (75.8048448679031 26.957551846413352),,8621030185,POINT (578764.3812929792 2981626.459079767),8634552857.0,RESIDENCY SCHOOL,"9A, 1A, 1",1751,29.183333274966664,8.0,8.0,37.18333327496666,0.8068130895676645,1.0,0.8068130895676645,11663.463084895402,HAWA MAHAL,69
"POLYGON ((75.79983958433611 26.96209438458928, 75.7999033705711 26.97112213930132, 75.80997889867864 26.971064613081666, 75.80991430920935 26.96203688069365, 75.79983958433611 26.96209438458928))",POINT (75.80490904070052 26.966579595849588),,8621271476,POINT (578514.1500891678 2982052.2377924677),2392800545.0,VIDHYADHAR NAGAR,9A,2147,35.783333261766664,8.0,8.0,43.78333326176666,0.6851922356079998,1.0,0.6851922356079998,4127.213848731749,,
"POLYGON ((75.79996718673739 26.98014988231048, 75.8000310328453 26.98917761361404, 75.81010816855219 26.989120042735916, 75.81004351845611 26.980092333763324, 75.79996718673739 26.98014988231048))",POINT (75.80503747664946 26.98463505960957),,4748225488,POINT (578882.1582451658 2986444.122761912),4553445069.0,VKI NO. 17,1A,1083,18.0499999639,20.0,14.0,32.0499999639,0.9360374425519796,0.5,0.4680187212759898,4127.213848731749,,
"POLYGON ((75.8000310328453 26.98917761361404, 75.80009490890508 26.998205333209288, 75.81017284897726 26.998147739996725, 75.81010816855219 26.989120042735916, 75.8000310328453 26.98917761361404))",POINT (75.80510173982167 26.993662773927895),,4748225488,POINT (578882.1582451658 2986444.122761912),4553445069.0,VKI NO. 17,1A,1083,18.0499999639,20.0,14.0,32.0499999639,0.9360374425519796,0.5,0.4680187212759898,4127.213848731749,,
"POLYGON ((75.80009490890508 26.998205333209288, 75.80015881492704 27.00723304109354, 75.81023755974175 27.007175425543057, 75.81017284897726 26.998147739996725, 75.80009490890508 26.998205333209288))",POINT (75.80516603313951 27.002690476534827),,3778433931,POINT (578882.1582451658 2986444.122761912),4553445069.0,VKI NO. 17,1A,1301,21.683333289966665,20.0,14.0,35.68333328996667,0.8407286325023707,0.5,0.4203643162511853,4127.213848731749,,
"POLYGON ((75.8085649131778 26.77245180119043, 75.80862886856829 26.781479778783677, 75.81868757760672 26.78142200660298, 75.81862282687655 26.772394051539827, 75.8085649131778 26.77245180119043))",POINT (75.81362604655907 26.776937000222503),,4761549020,POINT (580912.4772997096 2964147.570055007),6738418901.0,KUMBHA MARG,3,2332,38.86666658893333,14.0,11.0,49.86666658893333,0.6016042790126612,0.5,0.3008021395063306,4127.213848731749,,
"POLYGON ((75.80862886856829 26.781479778783677, 75.80869285404988 26.790507744727748, 75.81875235880216 26.790449950013503, 75.81868757760672 26.78142200660298, 75.80862886856829 26.781479778783677))",POINT (75.8136904147585 26.785964960760406),,4761616343,POINT (580912.4772997096 2964147.570055007),6738418901.0,KUMBHA MARG,3,1584,26.3999999472,14.0,11.0,37.3999999472,0.8021390385655867,0.5,0.4010695192827933,4858.185723197913,SANGANER,31
"POLYGON ((75.80869285404988 26.790507744727748, 75.80875686963286 26.799535699019923, 75.81881717047327 26.799477881768656, 75.81875235880216 26.790449950013503, 75.80869285404988 26.790507744727748))",POINT (75.81375481324127 26.79499290964604),,9602939618,POINT (580912.4772997096 2964147.570055007),6738418901.0,KUMBHA MARG,3,112,1.8666666629333333,14.0,11.0,12.866666662933332,2.3316062182931083,0.5,1.1658031091465542,4858.185723197913,SANGANER,31
"POLYGON ((75.80875686963286 26.799535699019923, 75.80882091532749 26.808563641657468, 75.81888201263043 26.808505801865707, 75.81881717047327 26.799477881768656, 75.80875686963286 26.799535699019923))",POINT (75.81381924201773 26.80402084687668),,3939111412,POINT (580351.9050428675 2964950.2656582673),317402548.0,SEC.   5,"AC2, 27A, AC3",636,10.5999999788,10.0,9.0,19.5999999788,1.5306122465535197,0.5,0.7653061232767597,9925.37910656049,SANGANER,32
"POLYGON ((75.80882091532749 26.808563641657468, 75.80888499114405 26.817591572637657, 75.81894688528409 26.8175337103019, 75.81888201263043 26.808505801865707, 75.80882091532749 26.808563641657468))",POINT (75.81388370109823 26.813048772449584),,4731676426,POINT (579998.601166909 2965475.4955315525),4806906254.0,GOSHALA,3,1467,24.4499999511,14.0,11.0,35.4499999511,0.8462623424931518,0.5,0.4231311712465759,9925.37910656049,SANGANER,32
"POLYGON ((75.80888499114405 26.817591572637657, 75.80894909709284 26.826619491957736, 75.81901178844463 26.826561607074524, 75.81894688528409 26.8175337103019, 75.80888499114405 26.817591572637657))",POINT (75.81394819049312 26.82207668636203),,4766092925,POINT (580048.63905279 2967881.3474073857),5480423159.0,AIRPORT,6A,5492,91.53333315026666,10.0,9.0,100.53333315026666,0.2984084886070489,0.5,0.1492042443035244,5272.715521771053,BAGRU ANSIK,36
"POLYGON ((75.80894909709284 26.826619491957736, 75.80901323318415 26.83564739961499, 75.81907672212246 26.83558949218085, 75.81901178844463 26.826561607074524, 75.80894909709284 26.826619491957736))",POINT (75.81401271021274 26.831104588611275),,4737589180,POINT (580048.63905279 2967881.3474073857),5480423159.0,AIRPORT,6A,1036,17.266666632133333,10.0,9.0,26.266666632133333,1.142131981197016,0.5,0.571065990598508,5272.715521771053,BAGRU ANSIK,36
"POLYGON ((75.80901323318415 26.83564739961499, 75.80907739942829 26.84467529560669, 75.81914168632807 26.844617365618134, 75.81907672212246 26.83558949218085, 75.80901323318415 26.83564739961499))",POINT (75.81407726026747 26.840132479194608),,6341278768,POINT (581004.3751635477 2969264.404881053),6731312805.0,SECTOR 15,"9A, 3, 27A, 4A, AC8",379,6.316666654033333,8.0,8.0,14.316666654033334,2.095459838868869,1.0,2.095459838868869,5272.715521771053,BAGRU ANSIK,36
"POLYGON ((75.80907739942829 26.84467529560669, 75.80914159583556 26.85370317993012, 75.81920668107186 26.85364522738364, 75.81914168632807 26.844617365618134, 75.80907739942829 26.84467529560669))",POINT (75.81414184066766 26.849160358109273),,3785003211,POINT (581181.5868732006 2969735.3122463836),3779497750.0,SECTOR 3,"9A, 27A, 4A, AC8",468,7.799999984399999,8.0,8.0,15.7999999844,1.8987341790898893,1.0,1.8987341790898893,16163.925645428406,MALVIYA NAGAR,38
"POLYGON ((75.80914159583556 26.85370317993012, 75.80920582241627 26.862731052582532, 75.81927170636429 26.862673077474668, 75.81920668107186 26.85364522738364, 75.80914159583556 26.85370317993012))",POINT (75.81420645142373 26.858188225352546),,8643012035,POINT (580871.9113435614 2970907.5741221304),3779498745.0,HARI MARG,AC7,10,0.1666666663333333,11.0,9.5,9.666666666333333,3.1034482759690847,0.5,1.5517241379845423,4026.6692722873345,MALVIYA NAGAR,39
"POLYGON ((75.80920582241627 26.862731052582532, 75.80927007918078 26.871758913561205, 75.81933676221583 26.871700915888468, 75.81927170636429 26.862673077474668, 75.80920582241627 26.862731052582532))",POINT (75.81427109254602 26.86721608092172),,8637564179,POINT (580206.8097658787 2971805.1957828943),6738527554.0,MNIT,9A,994,16.566666633533334,8.0,8.0,24.56666663353333,1.221166894455685,1.0,1.221166894455685,4026.6692722873345,MALVIYA NAGAR,39
"POLYGON ((75.80927007918078 26.871758913561205, 75.8093343661394 26.88078676286342, 75.81940184863686 26.880728742622306, 75.81933676221583 26.871700915888468, 75.80927007918078 26.871758913561205))",POINT (75.81433576404494 26.87624392481405),,8637619931,POINT (581475.2199966435 2973048.7398436544),6731800032.0,RTO,"9A, 3, 27A, AC7, 4A, AC8",762,12.6999999746,8.0,8.0,20.6999999746,1.4492753640971787,1.0,1.4492753640971787,4026.6692722873345,MALVIYA NAGAR,39
"POLYGON ((75.8093343661394 26.88078676286342, 75.80939868330243 26.889814600486453, 75.81946696563793 26.88975655767348, 75.81940184863686 26.880728742622306, 75.8093343661394 26.88078676286342))",POINT (75.81440046593087 26.88527175702683),,6734651871,POINT (580616.8578993992 2973936.3395617157),11209571866.0,GANDHI CIRCLE,"9A, 3, AC2, 27A, AC3, AC7, 4A, AC8",461,7.683333317966666,8.0,8.0,15.683333317966667,1.9128586628731727,1.0,1.9128586628731727,8516.206158603505,MALVIYA NAGAR,46
"POLYGON ((75.80939868330243 26.889814600486453, 75.80946303068026 26.898842426427574, 75.81953211322947 26.89878436103925, 75.81946696563793 26.88975655767348, 75.80939868330243 26.889814600486453))",POINT (75.81446519821425 26.894299577557316),,11601304232,POINT (580818.635471076 2974764.078939905),3783076372.0,J.D.A.COLONY,"3, 34, 10B",335,5.583333322166666,14.0,11.0,16.583333322166666,1.8090452273488045,0.5,0.9045226136744022,4349.745063944651,MALVIYA NAGAR,44
"POLYGON ((75.80946303068026 26.898842426427574, 75.80952740828323 26.90787024068407, 75.81959729142197 26.907812152716893, 75.81953211322947 26.89878436103925, 75.80946303068026 26.898842426427574))",POINT (75.81452996090546 26.903327386402793),,5481839853,POINT (581396.3466764356 2975582.287950716),8668323235.0,SMS,,1199,19.983333293366663,8.0,8.0,27.983333293366663,1.072066707904,1.0,1.072066707904,4349.745063944651,MALVIYA NAGAR,44
"POLYGON ((75.80952740828323 26.90787024068407, 75.8095918161217 26.916898043253216, 75.81966250022593 26.91683993270369, 75.81959729142197 26.907812152716893, 75.80952740828323 26.90787024068407))",POINT (75.81459475401493 26.91235518356054),,3784676485,POINT (581004.9137344181 2976898.465217312),3785692802.0,MAHARANI COLLAGE,"7, 9A, AC1, AC2, AC3, 3A, AC8",115,1.916666662833333,8.0,8.0,9.916666662833332,3.025210085203023,1.0,3.025210085203023,4349.745063944651,MALVIYA NAGAR,44
"POLYGON ((75.8095918161217 26.916898043253216, 75.809656254206 26.92592583413231, 75.8197277396518 26.925867700996932, 75.81966250022593 26.91683993270369, 75.8095918161217 26.916898043253216))",POINT (75.81465957755309 26.921382969027842),,316956105,POINT (581290.0583927195 2978364.786716613),1812532507.0,CHOTI CHOPAR,"9A, AC5, AC1, AC2, AC3, 3A, AC8, 1",700,11.666666643333333,8.0,8.0,19.666666643333333,1.5254237306233842,1.0,1.5254237306233842,53705.84530464979,KISHAN POLE,61
"POLYGON ((75.809656254206 26.92592583413231, 75.80972072254654 26.93495361331861, 75.81979300971012 26.934895457593885, 75.8197277396518 26.925867700996932, 75.809656254206 26.92592583413231))",POINT (75.81472443153035 26.930410742801968),,8646230376,POINT (580261.2346935718 2978608.5091564916),316943890.0,CHANDPOLE,"6A, 7, 9A, AC5, AC1, AC2, AC3, 1A, AC8, 1, 26, 18, 15, 24, 10B",1222,20.36666662593333,8.0,8.0,28.36666662593333,1.0575793199675227,1.0,1.0575793199675227,42084.89350261801,KISHAN POLE,64
"POLYGON ((75.80972072254654 26.93495361331861, 75.80978522115369 26.943981380809408, 75.81985831041139 26.94392320249184, 75.81979300971012 26.934895457593885, 75.80972072254654 26.93495361331861))",POINT (75.81478931595717 26.939438504880208),,3045591484,POINT (579548.7507260372 2979985.487872304),11221724068.0,PANI KI TANKI,1,3286,54.76666655713333,20.0,14.0,68.76666655713333,0.4362578775732154,0.5,0.2181289387866077,26044.658321119827,HAWA MAHAL,67
"POLYGON ((75.80978522115369 26.943981380809408, 75.80984975003783 26.953009136601988, 75.81992364176611 26.95295093568806, 75.81985831041139 26.94392320249184, 75.80978522115369 26.943981380809408))",POINT (75.81485423084398 26.948466255259845),,3935319807,POINT (579440.8702803773 2980215.3152527194),2671249886.0,MOCHIYO KI CHABIL,1,1381,23.01666662063333,20.0,14.0,37.01666662063333,0.8104457461676953,0.5,0.4052228730838476,11663.463084895402,HAWA MAHAL,69
"POLYGON ((75.80984975003783 26.953009136601988, 75.80991430920935 26.96203688069365, 75.8199890037848 26.961978657179852, 75.81992364176611 26.95295093568806, 75.80984975003783 26.953009136601988))",POINT (75.81491917620124 26.957493993938158),,8621075492,POINT (579215.8560142794 2980695.8495910326),4744548109.0,SHASTRI NAGAR,"9A, 1",2036,33.933333265466665,8.0,8.0,41.933333265466665,0.7154213048144656,1.0,0.7154213048144656,11663.463084895402,HAWA MAHAL,69
"POLYGON ((75.80991430920935 26.96203688069365, 75.80997889867864 26.971064613081666, 75.820054396478 26.971006366964485, 75.8199890037848 26.961978657179852, 75.80991430920935 26.96203688069365))",POINT (75.81498415203943 26.966521720912432),,8621271487,POINT (578764.3812929792 2981626.459079767),8634552857.0,RESIDENCY SCHOOL,"9A, 1A, 1",2112,35.1999999296,8.0,8.0,43.1999999296,0.6944444455761317,1.0,0.6944444455761317,4127.213848731749,,
"POLYGON ((75.81010816855219 26.989120042735916, 75.81017284897726 26.998147739996725, 75.82025075870997 26.998089426048345, 75.82018527393002 26.98906175140145, 75.81010816855219 26.989120042735916))",POINT (75.81517926254408 26.993604831583923),,11621746213,POINT (578882.1582451658 2986444.122761912),4553445069.0,VKI NO. 17,1A,1240,20.66666662533333,20.0,14.0,34.666666625333335,0.8653846164164201,0.5,0.43269230820821,4127.213848731749,,
"POLYGON ((75.81017284897726 26.998147739996725, 75.81023755974175 27.007175425543057, 75.82031627420658 27.00711708897725, 75.82025075870997 26.998089426048345, 75.81017284897726 26.998147739996725))",POINT (75.81524436041062 27.00263251171493),,3778433703,POINT (578882.1582451658 2986444.122761912),4553445069.0,VKI NO. 17,1A,1223,20.383333292566665,20.0,14.0,34.38333329256666,0.8725157547911652,0.5,0.4362578773955826,4127.213848731749,,
"POLYGON ((75.81862282687655 26.772394051539827, 75.81868757760672 26.78142200660298, 75.82874625617988 26.781363520390144, 75.82868071012042 26.772335588135505, 75.81862282687655 26.772394051539827))",POINT (75.82368434269762 26.776878882359796),,11617981483,POINT (580912.4772997096 2964147.570055007),6738418901.0,KUMBHA MARG,3,3183,53.0499998939,14.0,11.0,64.04999989390001,0.4683840757173387,0.5,0.2341920378586693,4858.185723197913,SANGANER,31
"POLYGON ((75.81868757760672 26.78142200660298, 75.81875235880216 26.790449950013503, 75.82881183307876 26.79039144098863, 75.82874625617988 26.781363520390144, 75.81868757760672 26.78142200660298))",POINT (75.82374950641861 26.785906820226646),,4761640794,POINT (580912.4772997096 2964147.570055007),6738418901.0,KUMBHA MARG,3,1773,29.5499999409,14.0,11.0,40.5499999409,0.7398273746910925,0.5,0.3699136873455462,9925.37910656049,SANGANER,32
"POLYGON ((75.81875235880216 26.790449950013503, 75.81881717047327 26.799477881768656, 75.82887744082761 26.799419349928222, 75.82881183307876 26.79039144098863, 75.81875235880216 26.790449950013503))",POINT (75.82381470079717 26.794934746437747),,6877457068,POINT (582048.2480338187 2964792.253201948),3785883980.0,BHERUJI MODE,27A,1278,21.2999999574,30.0,19.0,40.2999999574,0.7444168742360336,0.5,0.3722084371180168,9925.37910656049,SANGANER,32
"POLYGON ((75.81881717047327 26.799477881768656, 75.81888201263043 26.808505801865707, 75.82894307943688 26.808447247206207, 75.82887744082761 26.799419349928222, 75.81881717047327 26.799477881768656))",POINT (75.82387992584377 26.803962660990344),,3939115176,POINT (582048.2480338187 2964792.253201948),3785883980.0,BHERUJI MODE,27A,286,4.766666657133333,30.0,19.0,23.76666665713333,1.262272090267896,0.5,0.6311360451339479,9925.37910656049,SANGANER,32
"POLYGON ((75.81888201263043 26.808505801865707, 75.81894688528409 26.8175337103019, 75.82900874891719 26.817475132819816, 75.82894307943688 26.808447247206207, 75.81888201263043 26.808505801865707))",POINT (75.82394518156886 26.81299056388172),,4519957718,POINT (582546.3049909844 2965040.074291421),3848829086.0,SEC. 16,27A,1532,25.533333282266664,30.0,19.0,44.53333328226667,0.6736526953832604,0.5,0.3368263476916302,3336.9779937530966,BAGRU ANSIK,33
"POLYGON ((75.81894688528409 26.8175337103019, 75.81901178844463 26.826561607074524, 75.82907444927905 26.826503006766334, 75.82900874891719 26.817475132819816, 75.81894688528409 26.8175337103019))",POINT (75.82401046798296 26.822018455109127),,4737568506,POINT (582983.0737157963 2968588.516279088),8611217506.0,JAGATPURA PHATAK,"9A, 27A, AC7, 4A, AC8",4918,81.96666650273333,8.0,8.0,89.96666650273333,0.3334568364727457,1.0,0.3334568364727457,3336.9779937530966,BAGRU ANSIK,33
"POLYGON ((75.81901178844463 26.826561607074524, 75.81907672212246 26.83558949218085, 75.82914018053303 26.83553086904303, 75.82907444927905 26.826503006766334, 75.81901178844463 26.826561607074524))",POINT (75.82407578509651 26.83104633466984),,8610912018,POINT (582983.0737157963 2968588.516279088),8611217506.0,JAGATPURA PHATAK,"9A, 27A, AC7, 4A, AC8",1829,30.483333272366664,8.0,8.0,38.48333327236666,0.77955825155982,1.0,0.77955825155982,3336.9779937530966,BAGRU ANSIK,33
"POLYGON ((75.81907672212246 26.83558949218085, 75.81914168632807 26.844617365618134, 75.82920594268967 26.84455871964715, 75.82914018053303 26.83553086904303, 75.81907672212246 26.83558949218085))",POINT (75.82414113292003 26.840074202561127),,4721497621,POINT (582546.564630175 2969344.5253581996),3962982609.0,MODAL TOWN,"9A, 27A, 4A, AC8",1740,28.999999942,8.0,8.0,36.999999942,0.8108108120818115,1.0,0.8108108120818115,3443.7014426456594,BAGRU ANSIK,35
"POLYGON ((75.81914168632807 26.844617365618134, 75.81920668107186 26.85364522738364, 75.82927173575956 26.85358655857598, 75.82920594268967 26.84455871964715, 75.81914168632807 26.844617365618134))",POINT (75.82420651146401 26.849102058780254),,8614889526,POINT (581316.6360971963 2970255.7963647353),3779498307.0,SECTOR 2,"9A, 27A, 4A, AC8",1544,25.733333281866667,8.0,8.0,33.73333328186666,0.8893280645979472,1.0,0.8893280645979472,3443.7014426456594,BAGRU ANSIK,35
"POLYGON ((75.81920668107186 26.85364522738364, 75.81927170636429 26.862673077474668, 75.82933755975323 26.862614385826785, 75.82927173575956 26.85358655857598, 75.81920668107186 26.85364522738364))",POINT (75.82427192073897 26.85812990332449),,7115909966,POINT (581881.6888168352 2970757.4701157496),3787492069.0,APEX CIRCLE,"9A, 27A, AC7, 4A, AC8",347,5.7833333217666665,8.0,8.0,13.783333321766666,2.1765417188760825,1.0,2.1765417188760825,3443.7014426456594,BAGRU ANSIK,35
